international_plan,voice_mail_plan,number_vmail_messages,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,total_net_minutes,total_net_calls,total_net_charge
0,0,0.0,8.0,5.0,2.16,4,502.5,290.0,48.55
0,0,0.0,10.5,4.0,2.84,0,593.5,284.0,48.59
0,1,23.0,7.6,2.0,2.05,3,532.5,345.0,49.17
0,0,0.0,10.7,3.0,2.89,0,399.5,305.0,36.05
0,0,0.0,9.6,8.0,2.59,1,566.5,297.0,58.54
0,0,0.0,7.6,5.0,2.05,2,520.9,288.0,47.519999999999996
0,0,0.0,8.1,4.0,2.19,0,605.8000000000001,327.0,70.89999999999999
0,1,30.0,6.6,2.0,1.78,2,640.4,300.0,68.60000000000001
0,0,0.0,7.9,3.0,2.13,1,530.0,324.0,45.98
0,1,35.0,8.9,4.0,2.4,2,522.9,281.0,45.349999999999994
0,0,0.0,4.3,4.0,1.16,1,396.99999999999994,270.0,41.309999999999995
0,1,20.0,11.6,3.0,3.13,1,509.9,380.5,53.85
0,0,0.0,12.8,3.0,3.46,1,590.3,331.0,57.84
0,0,0.0,16.1,5.0,4.35,2,572.2,261.5,49.53
0,1,27.0,10.2,7.0,2.75,5,604.0,251.0,54.13
0,0,0.0,11.1,1.0,3.0,1,753.0,326.0,76.89
0,1,39.0,12.5,8.0,3.38,2,483.40000000000003,307.0,48.150000000000006
0,0,0.0,11.1,3.0,3.0,2,668.0999999999999,343.0,68.87
1,0,0.0,8.9,4.0,2.4,0,655.2,264.0,59.78999999999999
0,1,33.0,7.4,2.0,2.0,1,647.8,314.0,61.39
0,0,0.0,15.3,1.0,4.13,1,513.3,320.0,62.629999999999995
0,0,0.0,9.2,5.0,2.48,3,703.0,275.0,67.52
1,0,0.0,13.9,2.0,3.75,3,649.3000000000001,305.0,61.58
0,0,0.0,9.2,5.0,2.48,3,640.0,297.0,64.51
1,0,0.0,11.6,8.0,3.13,0,603.3,306.0,58.83
1,1,32.0,10.6,6.0,2.86,2,449.5,318.0,38.239999999999995
0,0,0.0,7.4,2.0,2.0,4,666.3,287.0,68.42999999999999
0,0,0.0,9.0,4.0,2.43,1,681.7,305.0,67.12
0,0,0.0,9.0,7.0,2.43,1,566.5999999999999,314.0,49.25
0,0,0.0,8.4,2.0,2.27,5,715.2,294.0,75.21000000000001
0,0,0.0,12.5,5.0,3.38,0,694.5,382.0,66.39
0,0,0.0,10.2,4.0,2.75,1,563.1,314.0,55.59
0,0,0.0,12.0,8.0,3.24,2,645.9000000000001,272.0,64.3
0,1,23.0,7.4,4.0,2.0,2,682.9,355.0,59.02
0,0,0.0,13.4,5.0,3.62,2,722.9,265.0,75.15
0,1,28.0,11.0,4.0,2.97,1,545.9,285.0,53.16
0,0,0.0,11.2,2.0,3.02,2,468.70000000000005,276.0,45.11000000000001
0,0,0.0,10.6,2.0,2.86,1,569.1,327.0,52.06
0,0,0.0,9.4,8.0,2.54,3,628.3,256.0,62.449999999999996
0,1,15.0,10.0,3.0,2.7,2,699.8000000000001,312.0,70.55
0,0,0.0,17.25,3.0,4.65,2,542.3000000000001,339.0,56.160000000000004
0,0,0.0,10.5,8.0,2.84,5,627.2,285.0,61.3
0,0,0.0,6.1,6.0,1.65,1,579.4000000000001,287.0,63.44
0,0,0.0,8.2,5.0,2.21,3,642.0,352.0,65.27000000000001
0,0,0.0,9.8,7.0,2.65,2,732.7,307.0,72.67
0,1,18.0,12.0,4.0,3.24,1,631.3,288.0,60.55
0,0,0.0,10.3,3.0,2.78,1,568.7,325.0,53.91
0,0,0.0,10.3,2.0,2.78,0,563.3,273.0,45.3
0,0,0.0,5.6,7.0,1.51,1,557.8,326.0,59.9
0,1,26.0,9.3,8.0,2.51,1,610.0999999999999,378.0,58.64
1,0,0.0,8.2,9.0,2.21,3,631.6999999999999,252.0,56.93
0,1,22.0,7.5,10.5,2.03,1,618.4,312.0,58.67
0,0,0.0,10.4,8.0,2.81,0,563.3,299.0,64.67
0,0,0.0,7.3,4.0,1.97,3,476.8,274.0,41.34
0,1,31.0,7.0,5.0,1.89,3,734.7,345.0,77.92
0,0,0.0,7.0,3.0,1.89,0,501.5,342.0,51.650000000000006
0,0,0.0,13.4,7.0,3.62,2,575.9000000000001,260.0,58.870000000000005
0,0,0.0,11.0,4.0,2.97,3,645.1,301.0,64.56
0,0,0.0,8.8,5.0,2.38,2,463.0,269.0,41.49
0,0,0.0,9.2,4.0,2.48,4,586.0,267.0,57.04
0,0,0.0,10.2,7.0,2.75,1,560.0999999999999,248.0,54.03
0,0,0.0,11.0,5.0,2.97,1,544.3,337.0,49.61
0,0,0.0,9.7,4.0,2.62,2,546.9,322.5,60.92
0,0,0.0,12.4,9.0,3.35,3,582.0,314.0,59.330000000000005
0,1,40.0,9.6,3.0,2.59,1,604.3,295.0,63.8
1,0,0.0,12.4,6.0,3.35,3,597.6,274.0,61.54
0,0,0.0,10.4,4.0,2.81,2,602.5,278.0,55.5
0,0,0.0,14.1,8.0,3.81,2,660.0,335.0,68.72
1,0,0.0,13.6,3.0,3.67,0,725.0999999999999,303.0,62.17
0,1,19.0,16.9,3.0,4.56,0,604.2,250.0,57.98
0,0,0.0,13.3,5.0,3.59,2,628.3,350.0,53.39
0,0,0.0,12.4,4.0,3.35,2,496.09999999999997,297.0,46.129999999999995
0,0,0.0,7.6,6.0,2.05,3,630.8,299.0,54.660000000000004
0,0,0.0,8.6,2.0,2.32,2,650.6,301.0,66.28999999999999
0,0,0.0,13.1,3.0,3.54,1,583.7,331.0,52.660000000000004
0,0,0.0,11.5,4.0,3.11,3,622.5,334.0,62.3
0,0,0.0,11.6,3.0,3.13,3,609.1999999999999,300.0,59.379999999999995
0,0,0.0,12.7,7.0,3.43,2,688.8125,289.0,59.54625
0,1,25.0,12.0,2.0,3.24,1,549.7,312.0,48.12
0,1,39.0,9.5,3.0,2.57,0,586.8,342.0,60.67
0,0,0.0,8.7,3.0,2.35,1,450.35,324.0,45.785
0,0,0.0,7.6,1.0,2.05,5,750.5,270.0,72.59
0,0,0.0,14.2,4.0,3.83,1,596.2,321.0,49.120000000000005
0,1,24.0,3.25,3.0,0.8899999999999992,0,610.3,280.0,59.0
0,0,0.0,13.7,9.0,3.7,0,623.8,259.0,71.59
0,1,27.0,13.2,2.0,3.56,1,540.0999999999999,325.0,50.93000000000001
0,0,0.0,11.5,1.0,3.11,3,569.5999999999999,300.0,50.78000000000001
0,0,0.0,9.8,6.0,2.65,0,711.1999999999999,299.0,73.0
0,0,0.0,11.6,4.0,3.13,1,465.6,276.0,53.03
0,0,0.0,5.0,3.0,1.35,2,551.4000000000001,316.0,49.09
0,0,0.0,12.2,5.0,3.29,7,463.79999999999995,366.0,44.790000000000006
0,1,35.0,7.5,6.0,2.03,1,667.6,327.0,66.65
0,0,0.0,7.6,6.0,2.05,3,653.9,329.0,67.22999999999999
0,0,0.0,15.8,7.0,4.27,3,356.3,326.0,32.41
0,0,0.0,10.7,6.0,2.89,1,547.6,249.0,47.64
0,0,0.0,10.1,2.0,2.73,3,592.0,287.0,63.11
0,0,0.0,11.6,5.0,3.13,1,639.2,275.0,73.21000000000001
0,1,12.0,8.7,5.0,2.35,0,565.9,295.0,52.36
0,0,0.0,17.2,5.0,4.64,1,561.9,276.5,66.81
0,0,0.0,9.8,5.0,2.65,4,640.7,274.0,65.01
0,0,0.0,14.1,3.0,3.81,1,598.7,326.0,57.39
0,1,31.0,10.7,4.0,2.89,1,643.0,272.0,67.1
0,0,0.0,13.4,3.0,3.62,1,616.0999999999999,306.0,59.620000000000005
0,0,0.0,12.6,3.0,3.4,0,640.5125,234.0,48.106249999999996
0,0,0.0,6.8,4.0,1.84,0,505.5,280.0,56.099999999999994
0,0,0.0,10.1,4.0,2.73,1,660.8000000000001,314.0,64.47999999999999
0,1,28.0,7.8,2.0,2.11,1,422.8,286.0,43.41
0,0,0.0,12.9,2.0,3.48,1,707.5,256.0,71.53999999999999
0,0,0.0,10.4,5.0,2.81,1,521.1,271.0,47.45
0,0,0.0,11.3,3.0,3.05,6,503.9,295.0,41.3
0,0,0.0,15.0,5.0,4.05,1,482.5,323.0,41.2
0,0,0.0,8.1,2.0,2.19,0,606.4,283.0,64.64
0,1,35.0,11.7,1.0,3.16,1,729.9000000000001,340.0,75.21000000000001
0,0,0.0,13.4,3.0,3.62,0,555.7,303.0,58.129999999999995
0,0,0.0,9.8,5.0,2.65,1,661.3,329.0,62.74999999999999
0,1,37.0,11.6,5.0,3.13,1,675.8,310.0,63.3
0,0,0.0,14.7,9.0,3.97,2,590.6,265.0,57.47
0,1,37.0,8.0,3.0,2.16,4,582.2,322.0,56.51
0,0,0.0,6.6,5.0,1.78,3,627.1,300.0,68.97
0,0,0.0,3.6,5.0,0.97,1,605.3,262.0,62.0
0,0,0.0,10.3,5.0,2.78,2,495.0,298.0,43.489999999999995
0,0,0.0,13.2,4.0,3.56,1,617.0,346.0,65.01
0,0,0.0,11.2,2.0,3.02,1,526.5,381.0,40.99
0,0,0.0,9.3,3.0,2.51,1,476.70000000000005,245.0,46.97
0,1,30.0,6.6,3.0,1.78,0,658.4000000000001,264.0,65.35000000000001
0,1,33.0,11.1,3.0,3.0,2,674.0999999999999,323.0,61.68
0,0,0.0,12.0,5.0,3.24,1,488.5,245.0,51.51
0,1,33.0,15.5,4.0,4.19,0,594.1,320.0,59.31
0,0,0.0,15.3,7.0,4.13,1,690.2,337.0,63.809999999999995
0,0,0.0,9.4,2.0,2.54,2,479.79999999999995,294.0,46.69
0,0,0.0,7.4,8.0,2.0,1,622.8,252.0,61.2
0,0,0.0,10.0,8.0,2.7,4,684.7,320.0,70.35000000000001
1,0,0.0,4.9,4.0,1.32,2,471.79999999999995,320.0,52.25000000000001
0,0,0.0,11.7,4.0,3.16,0,526.3,301.0,47.21
0,0,0.0,11.8,3.0,3.19,1,479.8,296.0,50.12
1,1,36.0,10.8,3.0,2.92,1,584.6,337.0,55.13
1,1,40.0,11.9,5.0,3.21,1,486.0,277.0,47.96
0,0,0.0,11.4,5.0,3.08,2,656.5999999999999,309.0,65.19
0,0,0.0,7.5,5.0,2.03,3,554.0,305.0,47.4
0,1,19.0,12.2,3.0,3.29,2,555.5,279.0,47.65
0,1,23.0,7.2,5.0,1.94,2,727.1,315.0,70.64
1,0,0.0,11.4,3.0,3.08,1,640.5999999999999,289.0,60.92
0,0,0.0,11.4,3.0,3.08,2,524.3,298.0,45.86
1,1,40.0,11.9,2.0,3.21,0,543.0,304.0,46.78999999999999
0,1,40.0,8.3,5.0,2.24,2,601.3,272.0,64.83
0,0,0.0,16.1,2.0,4.35,3,483.20000000000005,260.0,43.76
0,1,38.0,10.0,8.0,2.7,1,591.1,229.0,61.87
0,0,0.0,11.0,4.0,2.97,6,513.5999999999999,297.0,54.419999999999995
1,1,12.0,12.3,7.0,3.32,2,528.8,292.0,48.8
0,0,0.0,11.4,6.0,3.08,1,501.09999999999997,298.0,43.879999999999995
0,0,0.0,9.5,3.0,2.57,1,704.3999999999999,355.0,74.91000000000001
1,0,0.0,6.3,6.0,1.7,4,506.3,331.0,43.64
0,0,0.0,9.9,9.0,2.67,1,620.5999999999999,353.0,57.48
0,0,0.0,14.4,6.0,3.89,2,671.3,268.0,68.9
0,0,0.0,7.2,7.0,1.94,2,611.4,302.0,51.47
0,0,0.0,8.4,8.0,2.27,0,684.2,293.0,72.63
0,0,0.0,11.6,4.0,3.13,1,561.2,301.0,54.39
0,1,28.0,10.6,2.0,2.86,0,433.7,281.0,39.730000000000004
0,0,0.0,11.6,2.0,3.13,4,584.1,255.0,54.87
0,1,26.0,11.1,4.0,3.0,1,566.5999999999999,313.0,56.269999999999996
1,0,0.0,9.0,3.0,2.43,3,659.6999999999999,271.0,63.5
1,0,0.0,8.4,10.0,2.27,2,699.5,299.0,76.4
0,0,0.0,10.0,3.0,2.7,2,528.8000000000001,290.0,54.15
0,1,39.0,10.3,3.0,2.78,3,428.0,252.0,44.14
0,0,0.0,9.1,1.0,2.46,0,549.9,298.0,50.71
0,0,0.0,8.6,2.0,2.32,1,657.4,270.0,70.00999999999999
0,0,0.0,13.6,8.0,3.67,2,690.9000000000001,291.0,67.09
0,0,0.0,13.2,5.0,3.56,3,508.59999999999997,360.0,55.800000000000004
0,0,0.0,10.9,2.0,2.94,0,417.1,232.0,46.03999999999999
0,1,32.0,8.6,2.0,2.32,0,493.0,272.0,53.379999999999995
0,1,18.0,11.8,4.0,3.19,3,746.5999999999999,267.0,74.07
0,1,30.0,12.9,4.0,3.48,2,664.0,351.0,64.11
1,0,0.0,8.6,3.0,2.32,2,505.19999999999993,323.0,47.64000000000001
0,1,24.0,11.0,3.0,2.97,1,421.0,272.0,44.28
0,0,0.0,11.6,7.0,3.13,2,493.70000000000005,281.0,50.589999999999996
0,1,21.0,11.0,1.0,2.97,2,519.3,254.0,45.73
0,0,0.0,9.4,4.0,2.54,1,608.3,278.0,56.760000000000005
0,0,0.0,10.1,3.0,2.73,0,759.9000000000001,356.0,68.43
0,0,0.0,11.4,10.0,3.08,0,513.6,343.0,44.260000000000005
1,0,0.0,9.9,4.0,2.67,0,619.9,262.0,55.28
0,0,0.0,7.7,2.0,2.08,2,596.0,302.0,57.42
0,0,0.0,8.5,8.0,2.3,2,507.3,305.0,52.230000000000004
0,1,33.0,12.1,4.0,3.27,1,472.7,365.0,54.82
0,0,0.0,8.0,6.0,2.16,1,748.9,339.0,75.0
0,0,0.0,9.7,2.0,2.62,6,506.7,238.0,49.91
0,0,0.0,8.7,10.0,2.35,1,676.5999999999999,277.0,56.190000000000005
0,0,0.0,7.5,3.0,2.03,1,526.4000000000001,268.0,53.17
0,0,0.0,11.2,2.0,3.02,0,587.2,304.0,60.21000000000001
0,1,32.0,9.1,6.0,2.46,6,508.8,317.0,53.48
0,1,29.0,9.9,6.0,2.67,0,611.1,257.0,65.59
0,0,0.0,11.2,2.0,3.02,1,439.0,315.0,41.1
0,1,23.0,9.5,4.0,2.57,1,575.2,251.0,68.74
1,0,0.0,6.6,7.0,1.78,2,560.45,248.0,65.215
1,0,0.0,7.8,7.0,2.11,1,606.2,297.0,65.72999999999999
1,0,0.0,8.9,1.0,2.4,1,519.8,263.0,46.300000000000004
0,0,0.0,13.1,5.0,3.54,1,571.9,241.0,52.980000000000004
0,0,0.0,10.8,4.0,2.92,1,547.9,286.0,52.11
0,0,0.0,10.8,3.0,2.92,1,682.2,321.0,63.02
0,0,0.0,10.3,10.5,2.78,1,465.6,326.0,45.72
0,0,0.0,10.8,4.0,2.92,2,566.4,342.0,58.58
0,1,20.0,13.3,3.0,3.59,5,716.4,346.0,70.49000000000001
0,1,34.0,9.6,3.0,2.59,4,593.7,276.0,53.849999999999994
0,1,40.0,11.3,5.0,3.05,7,686.7,322.0,60.63999999999999
0,1,31.0,13.8,2.0,3.73,1,662.4000000000001,376.0,65.27000000000001
1,0,0.0,9.3,4.0,2.51,0,622.1,276.0,67.94999999999999
0,0,0.0,13.3,5.0,3.59,3,607.7,279.0,66.69
0,0,0.0,11.3,6.0,3.05,1,534.9,249.0,49.39
0,0,0.0,9.9,4.0,2.67,3,582.9000000000001,284.0,60.47999999999999
0,1,23.0,9.8,4.0,2.65,1,555.0,247.0,56.370000000000005
0,1,26.0,12.9,1.0,3.48,3,510.29999999999995,317.0,48.51
0,0,0.0,11.5,10.5,3.11,1,610.2,307.0,62.74
0,1,33.0,13.0,10.5,3.51,1,522.3,315.0,49.38
0,0,0.0,12.1,1.0,3.27,3,660.3000000000001,275.0,60.24
0,0,0.0,8.5,5.0,2.3,0,681.7,325.0,61.97
1,0,0.0,13.9,7.0,3.75,1,583.3,267.0,56.809999999999995
1,0,0.0,11.0,4.0,2.97,2,619.5999999999999,235.0,71.14
0,0,0.0,9.9,1.0,2.67,1,674.2,280.0,66.47
1,1,28.0,14.7,3.0,3.97,0,430.9,298.0,43.19
0,0,0.0,13.8,3.0,3.73,1,476.0,252.0,44.019999999999996
0,0,0.0,12.1,2.0,3.27,2,599.4,336.0,56.88
0,1,28.0,7.7,3.0,2.08,2,570.0,234.0,55.74999999999999
0,1,10.0,11.5,4.0,3.11,0,617.5999999999999,238.0,62.339999999999996
0,0,0.0,7.7,3.0,2.08,2,487.8,291.0,51.96
0,0,0.0,10.8,1.0,2.92,1,604.1,327.0,56.83
0,0,0.0,10.1,9.0,2.73,1,604.4,260.0,54.34
0,0,0.0,5.8,1.0,1.57,2,736.7,407.0,78.78999999999999
0,1,30.0,10.8,5.0,2.92,1,589.8,255.0,52.419999999999995
0,0,0.0,13.0,4.0,3.51,1,634.1,348.0,70.34
0,1,31.0,11.8,1.0,3.19,3,710.6999999999999,314.0,72.2
0,1,34.0,13.2,7.0,3.56,1,741.7,270.0,77.78
0,0,0.0,10.5,4.0,2.84,3,505.8,304.0,45.64
0,0,0.0,15.1,4.0,4.08,1,512.3,384.0,56.11
0,0,0.0,5.9,9.0,1.59,3,650.9,271.0,60.15
0,0,0.0,9.7,7.0,2.62,3,477.0,297.0,46.830000000000005
0,0,0.0,5.3,3.0,1.43,1,593.9,320.0,53.11000000000001
0,0,0.0,12.0,6.0,3.24,1,467.70000000000005,291.0,55.089999999999996
0,0,0.0,10.3,2.0,2.78,5,550.0,310.0,60.65
0,0,0.0,11.6,2.0,3.13,1,546.8,300.0,63.46
1,1,38.0,10.1,4.0,2.73,4,691.7,234.0,68.02000000000001
0,1,24.0,10.4,5.0,2.81,2,733.8,250.0,74.31
0,0,0.0,16.2,10.0,4.37,3,575.6,281.0,55.36
0,1,27.0,11.6,2.0,3.13,1,590.4,377.0,62.98
0,1,25.0,8.3,8.0,2.24,0,382.6,258.0,37.73
0,0,0.0,12.4,3.0,3.35,0,471.9,303.0,34.8
0,0,0.0,4.1,4.0,1.11,4,514.6,308.0,44.9
0,0,0.0,9.3,5.0,2.51,1,608.0,263.0,57.91
0,0,0.0,10.4,2.0,2.81,0,653.4,305.0,58.64
0,0,0.0,12.4,6.0,3.35,1,674.9,327.0,75.07000000000001
0,0,0.0,8.4,5.0,2.27,2,523.0,261.0,51.54
0,0,0.0,9.5,4.0,2.57,1,740.8,285.0,66.95
0,0,0.0,6.2,3.0,1.67,0,722.9,254.0,64.93
0,1,19.0,13.1,3.0,3.54,4,667.8,279.0,66.00999999999999
0,1,31.0,14.0,8.0,3.78,1,634.2,293.0,64.46
0,0,0.0,12.6,2.0,3.4,1,603.1,247.0,51.39
0,1,35.0,11.4,4.0,3.08,1,475.29999999999995,209.5,38.34
0,0,0.0,9.4,4.0,2.54,2,713.3,327.0,80.6
0,1,27.0,12.3,4.0,3.32,1,585.4000000000001,274.0,56.050000000000004
0,0,0.0,9.5,5.0,2.57,1,600.9000000000001,376.0,59.76
1,0,0.0,5.7,4.0,1.54,0,570.7,260.0,53.510000000000005
0,0,0.0,11.7,4.0,3.16,2,469.8,324.0,47.06999999999999
0,1,19.0,10.8,6.0,2.92,2,571.4000000000001,300.0,53.35
0,0,0.0,5.6,6.0,1.51,5,532.8000000000001,320.0,55.8
0,0,0.0,11.0,6.0,2.97,3,748.3,256.0,76.22
0,0,0.0,5.0,5.0,1.35,3,685.5,257.0,61.0
0,0,0.0,14.4,4.0,3.89,3,430.0,249.0,38.03
0,0,0.0,13.6,6.0,3.67,0,772.5,267.0,77.01
1,0,0.0,10.7,5.0,2.89,0,499.0,329.0,57.160000000000004
0,0,0.0,8.1,3.0,2.19,1,456.2,277.0,40.099999999999994
0,0,0.0,6.3,2.0,1.7,1,486.20000000000005,255.0,48.07
0,0,0.0,9.1,4.0,2.46,1,691.6,309.0,62.57
0,1,19.0,3.25,0.0,0.8899999999999992,1,602.4000000000001,289.0,55.32
0,0,0.0,9.3,4.0,2.51,0,626.9,320.0,56.63
0,0,0.0,7.2,3.0,1.94,1,568.0,364.0,57.53
0,1,21.0,10.6,5.0,2.86,0,528.5,309.0,57.730000000000004
1,0,0.0,7.3,2.0,1.97,0,635.5,332.0,64.52
0,0,0.0,6.1,1.0,1.65,1,543.4,339.0,52.260000000000005
1,0,0.0,14.1,10.5,3.81,0,557.7,254.0,55.82
0,0,0.0,13.0,2.0,3.51,1,576.7,252.0,60.39
0,0,0.0,17.25,2.0,4.65,1,580.8,296.0,48.81
0,0,0.0,6.9,7.0,1.86,1,492.9,331.0,51.24
0,0,0.0,11.0,4.0,2.97,6,488.40000000000003,332.0,39.15
0,1,27.0,7.8,3.0,2.11,3,532.9,359.0,51.71
0,0,0.0,8.3,4.0,2.24,0,674.2,276.0,72.16
0,0,0.0,4.4,2.0,1.19,1,629.2,312.0,56.25
0,0,0.0,12.2,5.0,3.29,1,634.5999999999999,263.0,57.31
0,1,28.0,17.25,4.0,4.65,0,510.1,259.0,44.800000000000004
0,0,0.0,12.6,5.0,3.4,2,556.1999999999999,319.0,51.72
0,0,0.0,11.4,9.0,3.08,2,628.5,315.0,54.419999999999995
0,0,0.0,10.3,2.0,2.78,5,511.99999999999994,315.0,46.64
1,1,27.0,11.5,5.0,3.11,4,547.5,326.0,54.69
0,0,0.0,10.4,2.0,2.81,0,524.8,281.0,57.35
1,0,0.0,6.5,6.0,1.76,3,531.5,279.0,39.04
0,0,0.0,11.4,5.0,3.08,1,490.8,274.0,35.77
0,0,0.0,11.0,2.0,2.97,3,677.3,308.0,67.53
0,0,0.0,10.6,4.0,2.86,1,565.1125000000001,301.0,62.92625
0,0,0.0,8.1,2.0,2.19,1,610.9,332.0,56.56999999999999
0,0,0.0,13.9,1.0,3.75,1,378.7,300.0,34.93
0,0,0.0,13.1,7.0,3.54,2,545.0,322.0,52.910000000000004
0,1,21.0,11.7,4.0,3.16,0,477.3,334.0,39.84
0,0,0.0,9.9,9.0,2.67,4,535.7,315.0,57.190000000000005
0,0,0.0,9.9,1.0,2.67,1,645.1,305.0,59.07000000000001
0,0,0.0,12.9,1.0,3.48,3,531.6999999999999,297.0,56.43
0,0,0.0,10.9,3.0,2.94,1,706.5,320.0,66.77000000000001
0,0,0.0,11.0,5.0,2.97,2,406.9,317.0,37.519999999999996
1,0,0.0,9.3,5.0,2.51,0,623.8000000000001,279.0,67.55
0,0,0.0,9.5,6.0,2.57,3,499.7,286.0,41.81
0,0,0.0,10.8,5.0,2.92,2,553.2,280.0,53.06
0,0,0.0,10.9,1.0,2.94,3,653.0,341.0,61.08
0,1,22.0,12.0,2.0,3.24,3,485.70000000000005,317.0,51.37
0,0,0.0,9.1,9.0,2.46,0,637.4,297.0,66.07000000000001
0,0,0.0,10.1,4.0,2.73,0,496.5,324.0,52.42
0,0,0.0,7.9,7.0,2.13,0,483.1,236.0,33.75
0,0,0.0,11.4,6.0,3.08,2,732.3,325.0,67.98
0,0,0.0,13.9,1.0,3.75,2,663.2,300.0,72.11
0,0,0.0,6.8,4.0,1.84,1,597.3,314.0,50.059999999999995
0,0,0.0,12.3,8.0,3.32,4,402.41249999999997,270.0,43.71625
0,0,0.0,11.8,2.0,3.19,2,486.40000000000003,286.0,56.83
0,0,0.0,13.9,2.0,3.75,1,725.0,371.0,72.82000000000001
0,1,28.0,10.3,2.0,2.78,2,433.5,232.0,41.9
0,0,0.0,12.0,5.0,3.24,2,445.2,210.0,45.29
0,1,28.0,7.4,3.0,2.0,1,708.6999999999999,354.0,80.3
0,0,0.0,10.8,3.0,2.92,1,530.0,304.0,49.67999999999999
0,0,0.0,12.2,6.0,3.29,1,571.5,243.0,58.459999999999994
0,0,0.0,9.2,4.0,2.48,1,533.0999999999999,332.0,43.150000000000006
0,0,0.0,11.1,1.0,3.0,2,711.8,193.0,68.2
0,0,0.0,4.8,4.0,1.3,2,551.9,335.0,56.209999999999994
0,0,0.0,15.4,1.0,4.16,1,501.5,261.0,45.11
0,0,0.0,5.8,6.0,1.57,1,555.9,258.0,49.9
0,0,0.0,12.1,5.0,3.27,1,465.1,356.0,55.0
0,0,0.0,11.7,6.0,3.16,0,554.4,311.0,60.26
1,1,6.0,10.1,3.0,2.73,1,547.4,321.0,48.46
0,1,28.0,3.25,5.0,0.8899999999999992,1,534.3,360.0,55.68
0,0,0.0,12.1,4.0,3.27,2,534.3,322.0,54.71
0,0,0.0,12.4,2.0,3.35,1,654.4,367.0,66.0
0,0,0.0,10.5,4.0,2.84,0,637.2,323.0,54.75
0,0,0.0,9.8,4.0,2.65,3,595.0,323.0,57.96
0,0,0.0,16.5,4.0,4.46,4,544.9,265.0,55.17
0,0,0.0,13.7,8.0,3.7,2,507.50000000000006,254.0,56.67
0,0,0.0,9.2,4.0,2.48,2,460.4,299.0,39.93
0,0,0.0,13.3,4.0,3.59,2,386.79999999999995,255.0,33.61
0,0,0.0,8.3,2.0,2.24,0,599.9,330.0,54.75
0,0,0.0,10.2,2.0,2.75,2,623.5999999999999,337.0,60.59
0,0,0.0,10.7,9.0,2.89,3,492.0,282.0,50.27
0,0,0.0,9.9,4.0,2.67,7,545.2,266.5,54.69
1,0,0.0,12.2,3.0,3.29,1,564.8,367.0,46.14
0,0,0.0,12.6,4.0,3.4,1,519.0,348.0,56.75000000000001
0,0,0.0,10.8,8.0,2.92,2,714.4,292.0,69.02
0,1,19.0,10.3,2.0,2.78,1,664.9,230.0,66.48
0,0,0.0,12.2,7.0,3.29,1,553.1,289.0,53.129999999999995
0,0,0.0,11.7,5.0,3.16,3,480.40000000000003,281.0,46.949999999999996
0,1,16.0,14.7,2.0,3.97,1,632.5999999999999,265.0,69.92
0,0,0.0,11.3,3.0,3.05,5,539.5,243.0,42.33
0,0,0.0,11.9,5.0,3.21,0,662.5,372.0,63.71
0,0,0.0,7.9,3.0,2.13,2,629.6,261.0,55.910000000000004
0,1,30.0,12.4,5.0,3.35,1,542.6,309.0,42.32
0,0,0.0,10.7,8.0,2.89,1,488.5,316.0,48.720000000000006
0,0,0.0,7.1,5.0,1.92,3,593.4,286.0,52.28
0,0,0.0,13.9,4.0,3.75,0,596.6,289.0,57.71
0,0,0.0,13.1,3.0,3.54,0,655.1,360.0,65.12
0,0,0.0,11.3,7.0,3.05,1,718.2,315.0,73.87
0,1,26.0,13.0,5.0,3.51,2,534.9,299.0,46.79
1,0,0.0,8.6,3.0,2.32,3,568.0,259.0,56.75
1,0,0.0,6.7,4.0,1.81,2,690.3,283.0,73.67
0,0,0.0,3.25,0.0,0.8899999999999992,1,681.1,317.0,69.39999999999999
0,0,0.0,13.4,4.0,3.62,4,467.6,307.0,47.87
0,0,0.0,11.8,5.0,3.19,1,478.2,293.0,48.24
1,0,0.0,11.0,2.0,2.97,0,685.3,353.0,67.67
0,1,22.0,6.0,2.0,1.62,0,493.6,360.0,38.57
0,0,0.0,14.2,3.0,3.83,1,380.91249999999997,314.0,43.556250000000006
0,1,29.0,10.6,6.0,2.86,0,733.4000000000001,312.0,76.44000000000001
1,0,0.0,8.7,6.0,2.35,0,605.6,277.0,60.1
0,0,0.0,11.0,3.0,2.97,1,629.9,329.0,55.41
0,0,0.0,11.1,6.0,3.0,1,476.59999999999997,305.0,47.38999999999999
1,0,0.0,9.7,10.5,2.62,2,388.4,294.0,35.519999999999996
0,0,0.0,10.9,3.0,2.94,4,509.00000000000006,279.0,52.99000000000001
0,0,0.0,8.5,5.0,2.3,2,491.0,284.0,49.0
0,0,0.0,11.9,1.0,3.21,5,333.7,303.0,27.84
0,1,30.0,14.5,6.0,3.92,0,438.1,317.0,44.5
0,0,0.0,11.2,5.0,3.02,1,532.6,279.0,49.51
0,1,32.0,8.4,3.0,2.27,2,603.1,291.0,62.09
0,0,0.0,5.5,2.0,1.49,2,636.3,348.0,59.84
0,1,36.0,11.3,3.0,3.05,3,831.0,327.0,84.24000000000001
0,0,0.0,10.3,3.0,2.78,1,469.2,351.0,51.78
0,0,0.0,15.6,3.0,4.21,2,673.8,271.0,66.11999999999999
1,0,0.0,9.9,1.0,2.67,0,553.3,355.0,60.44
